chance_id,asin,titel,preis_eur,seitenzahl,format,veroeffentlicht,bewertung,rezensionen,bsr_roh,url,geprueft_am,fehlende_felder
"C5B","3881006222","Kindergartenblock ab 4 Jahre - Verbinden, vergleichen, Fehler finden: Rätselblock ab 4 Jahre, Beschäftigung für Kinder (Übungshefte & -blöcke für Kindergarten, Vorschule, Einschulung, Band 622)","8.9","64",,"8. Oktober 2024","4.8","5523","Amazon Bestseller-Rang: Nr. 139 in Bücher (Siehe Top 100 in Bücher) Nr. 1 in Kinderbücher über Gegensätze Nr. 1 in Größe & Form für Kinder Nr. 1 in Wimmelbücher für Kinder Kundenrezensionen: 4,8 4,8 von 5 Sternen (5.523) Produktvideos Mandy Naundorf KundenbewertungSuper tolle Aufgaben für die Kleine","https://www.amazon.de/dp/3881006222","2026-08-24T21:37:38.843Z",""
"C5B","388100632X","Rätselblock ab 7 Jahre - Band 1: Bunter Rätselspaß für Kinder - Kreuzworträtsel, Labyrinth, Konzentrationstraining und logisches Denken fördern (Rätselbücher, Band 632)","8.9","64",,"28. Oktober 2024","4.7","2496","Amazon Bestseller-Rang: Nr. 323 in Bücher (Siehe Top 100 in Bücher) Nr. 2 in Wortspiele für Kinder (Bücher) Nr. 4 in Rätselbücher für Kinder Nr. 5 in Humor Geschenkbücher Kundenrezensionen: 4,7 4,7 von 5 Sternen (2.496) Produktvideos Hauschka Verlag GmbH Kunterbunter Rätselspaß und spielerische Förd","https://www.amazon.de/dp/388100632X","2026-08-24T21:37:47.600Z",""
"C5B","3881005528","Lass uns basteln – Bastelbuch ab 4 Jahre – Wilde Tiere: Verbastelbuch mit bunten Bastelvorlagen für Mädchen und Jungs (Kreativ - schneiden, kleben, basteln, Band 552)","9.9","64",,"8. August 2024","4.8","48","Amazon Bestseller-Rang: Nr. 35.567 in Bücher (Siehe Top 100 in Bücher) Nr. 123 in Kinderbücher über Papierkunst Nr. 2.307 in Beschäftigungsbücher für Kinder Nr. 2.970 in Grundbegriffe für Kinder Kundenrezensionen: 4,8 4,8 von 5 Sternen (48) Informationen zum Autor Folge Autoren, um Neuigkeiten zu Ve","https://www.amazon.de/dp/3881005528","2026-08-24T21:37:56.295Z",""
"C5B","3473559830","Kindergarten-Rätselspaß für unterwegs - Rätselbuch ab 4 Jahre, Reisespiele für Kinder (Spiel & Spaß - Rätselblock)","3.99","80",,"1. Februar 2014","4.7","3417","Amazon Bestseller-Rang: Nr. 25 in Bücher (Siehe Top 100 in Bücher) Nr. 1 in Rätsel & Quiz für Kinder Nr. 1 in Rätselbücher für Kinder Nr. 2 in Beschäftigungsbücher für Kinder Kundenrezensionen: 4,7 4,7 von 5 Sternen (3.417) Produktleitfäden und Dokumente Konformitätsbescheinigung (PDF) Produktvideos","https://www.amazon.de/dp/3473559830","2026-08-24T21:38:05.031Z",""
"C5B","B0F9435583","Beschäftigungsbuch für Kinder im Restaurant – Rätselspaß für kleine Feinschmecker | Für Kinder von 6–8 Jahren | Mit Lösungen, Tic Tac Toe, Sudoku, ... Mal- & Wortspiele uvm. für Jungen und Mädchen","12.95","122",,"13. Mai 2025","5","12","Amazon Bestseller-Rang: Nr. 73.535 in Bücher (Siehe Top 100 in Bücher) Nr. 10 in Animation & Flash Nr. 12 in Video Nr. 13 in Animationsgrafikdesign Kundenrezensionen: 5,0 5,0 von 5 Sternen (12) Seitenanfang über dieses Produkt Ähnlich Von der Marke Rezensionen Beschäftigungsbuch für Kinder im Restau","https://www.amazon.de/dp/B0F9435583","2026-08-24T21:38:13.293Z",""
"C5B","3910601847","Knobeln to go – mein Urlaubsrätselbuch ab 10 Jahren (Rätsel, Reisespiele, Beschäftigung)","12.99","72",,"31. Mai 2025","4.6","17","Amazon Bestseller-Rang: Nr. 8.766 in Bücher (Siehe Top 100 in Bücher) Nr. 21 in Labyrinthe für Kinder Nr. 119 in Rätselbücher für Kinder Nr. 181 in Rätsel & Quiz für Kinder Kundenrezensionen: 4,6 4,6 von 5 Sternen (17) Seitenanfang über dieses Produkt Ähnlich Von der Marke Vom Autor Rezensionen Knob","https://www.amazon.de/dp/3910601847","2026-08-24T21:38:21.656Z",""
"C5B","3881006346","Rätselblock ab 9 Jahre - Band 1: Bunter Rätselspaß für Kinder - Kreuzworträtsel, Labyrinth, Sudoku, Konzentrationstraining und logisches Denken fördern (Rätselbücher, Band 634)","8.9","64",,"12. September 2024","4.6","1870","Amazon Bestseller-Rang: Nr. 336 in Bücher (Siehe Top 100 in Bücher) Nr. 1 in Konfirmation & Kommunion Geschenkbücher Nr. 3 in Wortspiele für Kinder (Bücher) Nr. 5 in Rätselbücher für Kinder Kundenrezensionen: 4,6 4,6 von 5 Sternen (1.870) Produktvideos Hauschka Verlag GmbH Kunterbunter Rätselspaß un","https://www.amazon.de/dp/3881006346","2026-08-24T21:38:30.661Z",""
"C5B","3129497803","Klett Rätselblock ab 8 Jahre Band 1: 100 kunterbunte Rätsel und Kinderbeschäftigung für Reisen und zu Hause","7.95","192",,"15. Juli 2024","4.8","13","Amazon Bestseller-Rang: Nr. 7.066 in Bücher (Siehe Top 100 in Bücher) Nr. 43 in Wortspiele für Kinder (Bücher) Nr. 71 in Kinderbücher über Geheimnisse & Wunder Nr. 98 in Rätselbücher für Kinder Kundenrezensionen: 4,8 4,8 von 5 Sternen (13) Sicherheits- und Produktressourcen Bilder und Kontakte Siche","https://www.amazon.de/dp/3129497803","2026-08-24T21:38:39.300Z",""
"C5","B0H27MXS6D","5-Zutaten Airfryer Kochbuch für Teenager: Express. Knusprig. Kein Küchendrama. Knusprige Ideen für Schule, Sofa und Spät-Hunger.","22.99","144",,"17. Mai 2026","4.7","48","Amazon Bestseller-Rang: Nr. 1.611 in Bücher (Siehe Top 100 in Bücher) Nr. 1 in Dämpfen & Garen (Bücher) Nr. 5 in Kochen & Getränke Geschenkbücher Nr. 5 in Sport & Freizeit Geschenkbücher Kundenrezensionen: 4,7 4,7 von 5 Sternen (48) Sicherheits- und Produktressourcen Bilder und Kontakte Sicherheitsb","https://www.amazon.de/dp/B0H27MXS6D","2026-08-24T21:39:13.772Z",""
"C5","B0H2WYSD1G","Kochbuch für Kinder mit nur 5 Zutaten: Einfach kochen, lecker essen und ganz viel Spaß haben","22.99","112",,"24. Mai 2026","4.6","15","Amazon Bestseller-Rang: Nr. 3.394 in Bücher (Siehe Top 100 in Bücher) Nr. 17 in Gesundheitslexika & Medikamentenratgeber (Bücher) Nr. 17 in Kochen für Feste & Partys (Bücher) Nr. 18 in Kochen für die Familie (Bücher) Kundenrezensionen: 4,6 4,6 von 5 Sternen (15) Seitenanfang über dieses Produkt Ähnl","https://www.amazon.de/dp/B0H2WYSD1G","2026-08-24T21:39:22.307Z",""
