chance_id,asin,titel,preis_eur,seitenzahl,format,veroeffentlicht,bewertung,rezensionen,bsr_roh,url,geprueft_am,fehlende_felder
"C5","391198409X","Das Mama und Tochter Duell: 1 gegen 1 und manchmal im Team | Stift- und Papier-Minispiele für Zwei | Geschenkidee für Muttertag, Geburtstag & gemeinsame Zeit",,"110",,"7. Juli 2026","4.8","8","Amazon Bestseller-Rang: Nr. 12.603 in Bücher (Siehe Top 100 in Bücher) Nr. 2 in Fashion Models Nr. 5 in Kinderbücher über Brettspiele Nr. 11 in Modedesign Kundenrezensionen: 4,8 4,8 von 5 Sternen (8) Seitenanfang über dieses Produkt Ähnlich Von der Marke Vom Autor Rezensionen Das Mama und Tochter Du","https://www.amazon.de/dp/391198409X","2026-08-24T21:23:45.998Z","preis_eur"
"C5","3911984103","Das Papa und Tochter Duell: 1 gegen 1 und manchmal im Team | Stift- und Papier-Minispiele für Zwei | Geschenkidee für Vatertag, Geburtstag & gemeinsame Zeit",,"110",,"15. Juli 2026","5","5","Amazon Bestseller-Rang: Nr. 25.811 in Bücher (Siehe Top 100 in Bücher) Nr. 83 in Witze für Kinder (Bücher) Nr. 91 in Geschenkbücher für Reisen & Regionales Nr. 119 in Geschenkbücher für Väter Kundenrezensionen: 5,0 5,0 von 5 Sternen (5) Seitenanfang über dieses Produkt Ähnlich Von der Marke Vom Auto","https://www.amazon.de/dp/3911984103","2026-08-24T21:23:55.337Z","preis_eur"
"C5","3911984111","Das Mama und Sohn Duell: 1 gegen 1 und manchmal im Team | Stift- und Papier-Minispiele für Zwei | Geschenkidee für Muttertag, Geburtstag & gemeinsame Zeit",,"110",,"16. Juli 2026","5","4","Amazon Bestseller-Rang: Nr. 7.371 in Bücher (Siehe Top 100 in Bücher) Nr. 22 in Geschenkbücher für Reisen & Regionales Nr. 23 in Witze für Kinder (Bücher) Nr. 49 in Zahlen für Kinder Kundenrezensionen: 5,0 5,0 von 5 Sternen (4) Informationen zum Autor Folge Autoren, um Neuigkeiten zu Veröffentlichun","https://www.amazon.de/dp/3911984111","2026-08-24T21:24:04.102Z","preis_eur"
"C5","391198412X","Das Papa und Sohn Duell: 1 gegen 1 und manchmal im Team | Stift- und Papier-Minispiele für Zwei | Geschenkidee für Vatertag, Geburtstag & gemeinsame Zeit",,"110",,"16. Juli 2026","5","4","Amazon Bestseller-Rang: Nr. 36.849 in Bücher (Siehe Top 100 in Bücher) Nr. 100 in Witze für Kinder (Bücher) Nr. 148 in Geschenkbücher für Reisen & Regionales Nr. 161 in Geschenkbücher für Väter Kundenrezensionen: 5,0 5,0 von 5 Sternen (4) Informationen zum Autor Folge Autoren, um Neuigkeiten zu Verö","https://www.amazon.de/dp/391198412X","2026-08-24T21:24:12.804Z","preis_eur"
"C5","B0F9435583","Beschäftigungsbuch für Kinder im Restaurant – Rätselspaß für kleine Feinschmecker | Für Kinder von 6–8 Jahren | Mit Lösungen, Tic Tac Toe, Sudoku, ... Mal- & Wortspiele uvm. für Jungen und Mädchen",,"122",,"13. Mai 2025","5","12","Amazon Bestseller-Rang: Nr. 73.535 in Bücher (Siehe Top 100 in Bücher) Nr. 10 in Animation & Flash Nr. 12 in Video Nr. 13 in Animationsgrafikdesign Kundenrezensionen: 5,0 5,0 von 5 Sternen (12) Seitenanfang über dieses Produkt Ähnlich Von der Marke Rezensionen Beschäftigungsbuch für Kinder im Restau","https://www.amazon.de/dp/B0F9435583","2026-08-24T21:24:22.368Z","preis_eur"
"C5","B0H5WVWPQ9","Bildschirm aus! Das große Beschäftigungsbuch für Kinder von 4–6 Jahren: Über 100 Rätsel, Suchbilder, Labyrinthe, Punkt-zu-Punkt-Aufgaben, Zählspiele ... für unterwegs, auf Reisen und zu Hause",,"102",,"18. Juni 2026","5","12","Amazon Bestseller-Rang: Nr. 7.619 in Bücher (Siehe Top 100 in Bücher) Nr. 3 in Artussagen für Kinder Nr. 15 in Labyrinthe für Kinder Nr. 105 in Rätselbücher für Kinder Kundenrezensionen: 5,0 5,0 von 5 Sternen (12) Sicherheits- und Produktressourcen Bilder und Kontakte Sicherheitsbilder und Kontakte ","https://www.amazon.de/dp/B0H5WVWPQ9","2026-08-24T21:24:31.340Z","preis_eur"
"C5","3473559830","Kindergarten-Rätselspaß für unterwegs - Rätselbuch ab 4 Jahre, Reisespiele für Kinder (Spiel & Spaß - Rätselblock)",,"80",,"1. Februar 2014","4.7","3417","Amazon Bestseller-Rang: Nr. 25 in Bücher (Siehe Top 100 in Bücher) Nr. 1 in Rätsel & Quiz für Kinder Nr. 1 in Rätselbücher für Kinder Nr. 2 in Beschäftigungsbücher für Kinder Kundenrezensionen: 4,7 4,7 von 5 Sternen (3.417) Produktleitfäden und Dokumente Konformitätsbescheinigung (PDF) Produktvideos","https://www.amazon.de/dp/3473559830","2026-08-24T21:24:41.187Z","preis_eur"
"C6","391198409X","Das Mama und Tochter Duell: 1 gegen 1 und manchmal im Team | Stift- und Papier-Minispiele für Zwei | Geschenkidee für Muttertag, Geburtstag & gemeinsame Zeit",,"110",,"7. Juli 2026","4.8","8","Amazon Bestseller-Rang: Nr. 12.603 in Bücher (Siehe Top 100 in Bücher) Nr. 2 in Fashion Models Nr. 5 in Kinderbücher über Brettspiele Nr. 11 in Modedesign Kundenrezensionen: 4,8 4,8 von 5 Sternen (8) Seitenanfang über dieses Produkt Ähnlich Von der Marke Vom Autor Rezensionen Das Mama und Tochter Du","https://www.amazon.de/dp/391198409X","2026-08-24T21:25:17.597Z","preis_eur"
"C6","3911984103","Das Papa und Tochter Duell: 1 gegen 1 und manchmal im Team | Stift- und Papier-Minispiele für Zwei | Geschenkidee für Vatertag, Geburtstag & gemeinsame Zeit",,"110",,"15. Juli 2026","5","5","Amazon Bestseller-Rang: Nr. 25.811 in Bücher (Siehe Top 100 in Bücher) Nr. 83 in Witze für Kinder (Bücher) Nr. 91 in Geschenkbücher für Reisen & Regionales Nr. 119 in Geschenkbücher für Väter Kundenrezensionen: 5,0 5,0 von 5 Sternen (5) Seitenanfang über dieses Produkt Ähnlich Von der Marke Vom Auto","https://www.amazon.de/dp/3911984103","2026-08-24T21:25:26.132Z","preis_eur"
"C6","3911984111","Das Mama und Sohn Duell: 1 gegen 1 und manchmal im Team | Stift- und Papier-Minispiele für Zwei | Geschenkidee für Muttertag, Geburtstag & gemeinsame Zeit",,"110",,"16. Juli 2026","5","4","Amazon Bestseller-Rang: Nr. 7.371 in Bücher (Siehe Top 100 in Bücher) Nr. 22 in Geschenkbücher für Reisen & Regionales Nr. 23 in Witze für Kinder (Bücher) Nr. 49 in Zahlen für Kinder Kundenrezensionen: 5,0 5,0 von 5 Sternen (4) Informationen zum Autor Folge Autoren, um Neuigkeiten zu Veröffentlichun","https://www.amazon.de/dp/3911984111","2026-08-24T21:25:34.686Z","preis_eur"
"C6","391198412X","Das Papa und Sohn Duell: 1 gegen 1 und manchmal im Team | Stift- und Papier-Minispiele für Zwei | Geschenkidee für Vatertag, Geburtstag & gemeinsame Zeit",,"110",,"16. Juli 2026","5","4","Amazon Bestseller-Rang: Nr. 36.849 in Bücher (Siehe Top 100 in Bücher) Nr. 100 in Witze für Kinder (Bücher) Nr. 148 in Geschenkbücher für Reisen & Regionales Nr. 161 in Geschenkbücher für Väter Kundenrezensionen: 5,0 5,0 von 5 Sternen (4) Informationen zum Autor Folge Autoren, um Neuigkeiten zu Verö","https://www.amazon.de/dp/391198412X","2026-08-24T21:25:43.275Z","preis_eur"
"C6","B0H5WVWPQ9","Bildschirm aus! Das große Beschäftigungsbuch für Kinder von 4–6 Jahren: Über 100 Rätsel, Suchbilder, Labyrinthe, Punkt-zu-Punkt-Aufgaben, Zählspiele ... für unterwegs, auf Reisen und zu Hause",,"102",,"18. Juni 2026","5","12","Amazon Bestseller-Rang: Nr. 7.619 in Bücher (Siehe Top 100 in Bücher) Nr. 3 in Artussagen für Kinder Nr. 15 in Labyrinthe für Kinder Nr. 105 in Rätselbücher für Kinder Kundenrezensionen: 5,0 5,0 von 5 Sternen (12) Sicherheits- und Produktressourcen Bilder und Kontakte Sicherheitsbilder und Kontakte ","https://www.amazon.de/dp/B0H5WVWPQ9","2026-08-24T21:25:51.946Z","preis_eur"
"C6","B0F9435583","Beschäftigungsbuch für Kinder im Restaurant – Rätselspaß für kleine Feinschmecker | Für Kinder von 6–8 Jahren | Mit Lösungen, Tic Tac Toe, Sudoku, ... Mal- & Wortspiele uvm. für Jungen und Mädchen",,"122",,"13. Mai 2025","5","12","Amazon Bestseller-Rang: Nr. 73.535 in Bücher (Siehe Top 100 in Bücher) Nr. 10 in Animation & Flash Nr. 12 in Video Nr. 13 in Animationsgrafikdesign Kundenrezensionen: 5,0 5,0 von 5 Sternen (12) Seitenanfang über dieses Produkt Ähnlich Von der Marke Rezensionen Beschäftigungsbuch für Kinder im Restau","https://www.amazon.de/dp/B0F9435583","2026-08-24T21:26:00.502Z","preis_eur"
"C6","3473559830","Kindergarten-Rätselspaß für unterwegs - Rätselbuch ab 4 Jahre, Reisespiele für Kinder (Spiel & Spaß - Rätselblock)",,"80",,"1. Februar 2014","4.7","3417","Amazon Bestseller-Rang: Nr. 25 in Bücher (Siehe Top 100 in Bücher) Nr. 1 in Rätsel & Quiz für Kinder Nr. 1 in Rätselbücher für Kinder Nr. 2 in Beschäftigungsbücher für Kinder Kundenrezensionen: 4,7 4,7 von 5 Sternen (3.417) Produktleitfäden und Dokumente Konformitätsbescheinigung (PDF) Produktvideos","https://www.amazon.de/dp/3473559830","2026-08-24T21:26:09.865Z","preis_eur"
